flow,batch_id,decision_ms_median,total_ms_median,n,mode
loan_to_customer,19,1.2297095000235458,10.070034499960911,200,segmentation_only
loan_to_customer,20,1.26362049996942,10.044667999920875,200,segmentation_only
loan_to_customer,21,1.2422925000237228,10.030661999962831,200,segmentation_only
loan_to_customer,22,1.246347500000411,10.077786500005459,200,segmentation_only
loan_to_customer,23,1.2261075000310484,10.117277000006197,200,segmentation_only
loan_to_customer,24,1.250743000014154,10.01438949998601,200,segmentation_only
loan_to_customer,25,1.2595465000231343,10.11263200001622,200,segmentation_only
loan_to_customer,26,1.2520459999905142,9.912867000025471,200,segmentation_only
loan_to_customer,27,1.2526739999429992,9.97220199997173,200,segmentation_only
loan_to_customer,28,1.2475194999979067,10.013970000045447,200,segmentation_only
loan_to_customer,29,1.2351760000797185,9.891935500036197,200,segmentation_only
loan_to_customer,30,1.2356590000308643,10.008502999994562,200,segmentation_only
loan_to_aml,1,1.2965235000592656,11.71760000033828,200,proposed
loan_to_aml,2,1.3398504997894634,11.84169450061745,200,proposed
loan_to_aml,3,1.2901129994133953,11.775833499996224,200,proposed
loan_to_aml,4,1.3069985006950446,12.024874499729776,200,proposed
loan_to_aml,5,1.3132915000824141,12.005737500658142,200,proposed
loan_to_aml,6,1.3160694998077815,11.991238499831525,200,proposed
loan_to_aml,7,1.3434434995360789,11.92768700002489,200,proposed
loan_to_aml,8,1.324241499787604,11.91074899998057,200,proposed
loan_to_aml,9,1.2515350008470705,11.411794499508687,200,proposed
loan_to_aml,10,1.2945725002282416,11.700157499944908,200,proposed
loan_to_aml,11,1.377878999846871,12.092240998754278,200,proposed
loan_to_aml,12,1.3271970001369482,11.809083499429107,200,proposed
loan_to_aml,13,1.3487699989127577,11.965340499955346,200,proposed
loan_to_aml,14,1.3197859998399508,11.967526500484382,200,proposed
loan_to_aml,15,1.317420999839669,11.827776500467735,200,proposed
loan_to_aml,16,1.264492500013148,11.518647999764653,200,proposed
loan_to_aml,17,1.2594669997270103,11.471823999272601,200,proposed
loan_to_aml,18,1.2346129997240496,11.457009000878315,200,proposed
loan_to_aml,19,1.258744499864406,11.472365999907197,200,proposed
loan_to_aml,20,1.2473175002014614,11.457720999715093,200,proposed
loan_to_aml,21,1.290916500693129,11.672779999571503,200,proposed
loan_to_aml,22,1.307636500314402,11.74707749942172,200,proposed
loan_to_aml,23,1.3145209995855112,12.085007499990752,200,proposed
loan_to_aml,24,1.2696325002252706,11.736457499864628,200,proposed
loan_to_aml,25,1.4368649999596528,12.544202499157109,200,proposed
loan_to_aml,26,1.335423999989871,11.847282499729772,200,proposed
loan_to_aml,27,1.2999994987694663,11.704005499268533,200,proposed
loan_to_aml,28,1.2799744999938412,11.48349400045845,200,proposed
loan_to_aml,29,1.2997564999750466,11.979677499766694,200,proposed
loan_to_aml,30,1.3591990000350052,12.041704500006745,200,proposed
loan_to_approval,1,1.3403084994934034,12.120274000153586,200,proposed
loan_to_approval,2,1.3080085000183317,11.999227500382403,200,proposed
loan_to_approval,3,1.2945829994350788,11.855489000481612,200,proposed
loan_to_approval,4,1.2886555005025002,11.876264499733225,200,proposed
loan_to_approval,5,1.3073539994366001,11.986441499175271,200,proposed
loan_to_approval,6,1.3230205004219897,12.063800499163335,200,proposed
loan_to_approval,7,1.3095550002617529,11.929431500902865,200,proposed
loan_to_approval,8,1.2472394992073532,11.562136000065948,200,proposed
loan_to_approval,9,1.2759749988617841,11.94921350088407,200,proposed
loan_to_approval,10,1.3046605008639744,11.97662649974518,200,proposed
loan_to_approval,11,1.3022795010328991,11.993895499472274,200,proposed
loan_to_approval,12,1.3364284995986964,12.114687500798027,200,proposed
loan_to_approval,13,1.273297500119952,11.840304000543256,200,proposed
loan_to_approval,14,1.3447355004245765,12.231722000251466,200,proposed
loan_to_approval,15,1.3190760000725277,11.91548699989653,200,proposed
loan_to_approval,16,1.30109149904456,11.916907999875548,200,proposed
loan_to_approval,17,1.2820550000469666,11.928954500035616,200,proposed
