mode,experiment_run_id,attempt_id,source_business,destination,role,purpose,action,method,status_code,actual,latency_ms,error,audit_decision,audit_reason,is_execution_error
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-aml-loan_approver-loan_screening,customer,aml,loan_approver,loan_screening,/aml-screening,POST,200,allow,16.575000,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-aml-loan_reviewer-loan_approval,customer,aml,loan_reviewer,loan_approval,/aml-screening,POST,200,allow,16.877300,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-aml-loan_reviewer-loan_screening,customer,aml,loan_reviewer,loan_screening,/aml-screening,POST,200,allow,16.270600,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-approval-loan_approver-loan_approval,customer,approval,loan_approver,loan_approval,/approval-requests,POST,200,allow,16.935300,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-approval-loan_approver-loan_screening,customer,approval,loan_approver,loan_screening,/approval-requests,POST,200,allow,15.939500,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-approval-loan_reviewer-loan_approval,customer,approval,loan_reviewer,loan_approval,/approval-requests,POST,200,allow,15.896000,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-approval-loan_reviewer-loan_screening,customer,approval,loan_reviewer,loan_screening,/approval-requests,POST,200,allow,15.896600,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-credit-loan_approver-loan_approval,customer,credit,loan_approver,loan_approval,/credit-assessment,POST,200,allow,16.057700,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-credit-loan_approver-loan_screening,customer,credit,loan_approver,loan_screening,/credit-assessment,POST,200,allow,16.139900,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-credit-loan_reviewer-loan_approval,customer,credit,loan_reviewer,loan_approval,/credit-assessment,POST,200,allow,16.796400,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-credit-loan_reviewer-loan_screening,customer,credit,loan_reviewer,loan_screening,/credit-assessment,POST,200,allow,16.229100,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-loan-loan_approver-loan_approval,customer,loan,loan_approver,loan_approval,/loan-review/CASE-0001,GET,200,allow,14.394600,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-loan-loan_approver-loan_screening,customer,loan,loan_approver,loan_screening,/loan-review/CASE-0001,GET,200,allow,14.860500,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-loan-loan_reviewer-loan_approval,customer,loan,loan_reviewer,loan_approval,/loan-review/CASE-0001,GET,200,allow,14.874500,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-loan-loan_reviewer-loan_screening,customer,loan,loan_reviewer,loan_screening,/loan-review/CASE-0001,GET,200,allow,13.838300,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-aml-loan_approver-loan_approval,loan,aml,loan_approver,loan_approval,/aml-screening,POST,200,allow,42.040700,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-aml-loan_approver-loan_screening,loan,aml,loan_approver,loan_screening,/aml-screening,POST,200,allow,15.628000,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-aml-loan_reviewer-loan_approval,loan,aml,loan_reviewer,loan_approval,/aml-screening,POST,200,allow,17.345700,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-aml-loan_reviewer-loan_screening,loan,aml,loan_reviewer,loan_screening,/aml-screening,POST,200,allow,18.993400,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-approval-loan_approver-loan_approval,loan,approval,loan_approver,loan_approval,/approval-requests,POST,200,allow,16.752600,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-approval-loan_approver-loan_screening,loan,approval,loan_approver,loan_screening,/approval-requests,POST,200,allow,19.908900,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-approval-loan_reviewer-loan_approval,loan,approval,loan_reviewer,loan_approval,/approval-requests,POST,200,allow,20.622800,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-approval-loan_reviewer-loan_screening,loan,approval,loan_reviewer,loan_screening,/approval-requests,POST,200,allow,21.816100,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-credit-loan_approver-loan_approval,loan,credit,loan_approver,loan_approval,/credit-assessment,POST,200,allow,18.585600,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-credit-loan_approver-loan_screening,loan,credit,loan_approver,loan_screening,/credit-assessment,POST,200,allow,17.346200,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-credit-loan_reviewer-loan_approval,loan,credit,loan_reviewer,loan_approval,/credit-assessment,POST,200,allow,16.838300,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-credit-loan_reviewer-loan_screening,loan,credit,loan_reviewer,loan_screening,/credit-assessment,POST,200,allow,17.140100,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-customer-loan_approver-loan_approval,loan,customer,loan_approver,loan_approval,/customer-profile/CASE-0001,GET,200,allow,15.334700,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-customer-loan_approver-loan_screening,loan,customer,loan_approver,loan_screening,/customer-profile/CASE-0001,GET,200,allow,15.164300,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-customer-loan_reviewer-loan_approval,loan,customer,loan_reviewer,loan_approval,/customer-profile/CASE-0001,GET,200,allow,14.494200,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-loan-customer-loan_reviewer-loan_screening,loan,customer,loan_reviewer,loan_screening,/customer-profile/CASE-0001,GET,200,allow,14.040300,,allow,baseline_broad_authenticated_access,false
